lat,lon,legislation,info,link,date
45.5265793363652,-86.6671304126778,<h3>Abandoned Shipwrecks Act of 1987</h3>,<h4>Fairport International Exploration<br> INC. v. State of Michigan</h4><br>The Abandoned Shipwreck Act of 1987 (ASA) was enacted following the Submerged Lands Act of 1953<br> with the intention of further protecting shipwrecks in the rivers and lakes of the United States as well as any shipwrecks up to three miles offshore into the ocean. Under this legislation any shipwrecks deemed "abandoned" on state land are owned by the state federal lands by the federal government and tribal lands by the associated tribe—the only major exception to this is that of U.S. Army and Foreign Military vessel wrecks which continue to be owned by the respective government no matter where they are located.,<a href='sites/abandoned-shipwrecks-act/abandoned-shipwrecks-act.html'>MORE DETAILS</a>
 
